"collision_index","longitude","latitude","date","time","road_type","speed_limit","junction_detail","junction_control","pedestrian_crossing","light_conditions","weather_conditions","road_surface_conditions","carriageway_hazards","urban_or_rural_area","area"
"2009609226172",-3.813971,53.285236,"29/11/2009","17:15",6,30,0,4,0,4,5,2,0,2,North Wales
"199963PH12199",-5.221005,51.88019,"04/08/1999","17:20",6,60,13,4,0,1,2,2,0,2,Dyfed-Powys
"199662D001496",,,"20/01/1996","20:03",6,30,13,4,14,4,2,2,0,1,South Wales
"2008610010208",-3.044615,51.576534,"31/01/2008","15:45",6,30,13,4,14,1,9,1,0,1,Gwent
"200163AC02201",-4.32476,51.850605,"16/04/2001","12:37",3,70,0,4,0,1,1,1,0,1,Dyfed-Powys
"199504K005895",,,"22/02/1995","11:55",6,30,0,-1,0,1,4,2,0,1,Lancashire
"200804CC08019",-2.618093,53.68844,"23/02/2008","01:29",6,60,0,-1,0,1,1,1,0,2,Lancashire
"200497KC04109",-4.815264,55.94469,"23/09/2004","08:55",6,30,0,-1,0,1,1,1,0,1,Strathclyde
"2004950001053",-3.396188,55.985302,"05/02/2004","15:30",6,60,0,-1,0,1,5,3,0,2,Lothian and Borders
"200663CP14906",-5.069724,51.982544,"10/06/2006","09:10",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"199662P000496",,,"11/01/1996","09:40",6,30,13,4,0,1,2,2,0,1,South Wales
"201506J096678",-2.161411,53.41938,"12/01/2015","13:45",1,30,0,4,16,1,2,2,14,1,Greater Manchester
"2016010004023",-0.090266,51.525265,"28/11/2016","17:40",3,20,0,-1,15,4,1,1,0,1,Metropolitan Police
"2004070404602",-2.913596,53.277462,"05/09/2004","21:30",6,30,13,4,0,5,1,1,0,1,Cheshire
"2010620202983",-3.984656,51.631756,"23/08/2010","03:31",6,30,0,-1,0,6,1,1,0,1,South Wales
"2021991119065",-3.635323,55.430286,"04/12/2021","15:15",3,70,0,-1,0,1,5,2,0,2,Police Scotland
"199693963549E",,,"01/08/1996","19:25",6,30,0,-1,0,1,1,1,0,1,Tayside
"200904FL09029",-2.287763,53.723305,"20/03/2009","14:50",6,30,13,4,0,1,1,1,0,1,Lancashire
"2012950000845",-3.197568,55.953606,"09/02/2012","12:00",6,30,19,2,17,1,2,2,0,1,Lothian and Borders
"1998600GN6044",,,"10/12/1998","06:50",6,60,13,4,0,6,2,2,0,2,North Wales
"1998600WR7079",,,"15/10/1998","11:40",6,30,13,4,0,1,1,1,0,1,North Wales
"2023631312189",-4.406479,52.14144,"27/05/2023","17:20",6,60,16,3,0,1,1,1,0,2,Dyfed-Powys
"2009620194211",-3.220422,51.50236,"01/10/2009","16:00",6,30,0,-1,0,1,1,1,0,1,South Wales
"2021031053103",-3.079639,54.831207,"05/05/2021","07:55",6,60,13,4,0,1,1,1,0,2,Cumbria
"199904B083599",-2.995014,53.82999,"06/12/1999","15:25",6,30,0,-1,0,1,1,2,20,1,Lancashire
"199897FC03412",,,"17/12/1998","15:30",12,30,16,4,0,1,2,2,0,1,Strathclyde
"200097KB43311",-4.38314,55.87193,"28/11/2000","15:40",6,30,13,4,0,1,2,2,0,1,Strathclyde
"1996600WR6021",,,"28/06/1996","10:47",6,60,0,-1,0,1,1,1,0,2,North Wales
"1996949603405",,,"18/11/1996","13:50",6,40,16,3,0,1,1,1,0,2,Fife
"2019010224659",-0.15677,51.510487,"12/12/2019","21:00",3,30,13,4,0,4,2,2,0,1,Metropolitan Police
"1998078A40352",,,"01/03/1998","09:40",6,30,0,-1,0,1,1,2,0,2,Cheshire
"2019030846333",-2.96165,54.425533,"07/06/2019","15:44",6,30,0,-1,0,1,2,2,0,2,Cumbria
"200291NH03487",-6.36866,58.208374,"08/05/2002","17:24",6,30,16,4,0,1,1,1,20,2,Northern
"1997600DE1001",,,"14/01/1997","11:05",6,30,13,4,0,1,1,1,0,1,North Wales
"2001600FL3082",-3.032754,53.15612,"10/07/2001","16:50",6,60,16,4,0,1,1,1,0,2,North Wales
"201606L011365",-2.519313,53.495926,"23/01/2016","17:25",6,30,13,4,0,4,2,2,0,1,Greater Manchester
"201301PY20320",0.103859,51.389297,"23/06/2013","12:25",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"201201EO40346",-0.109863,51.521984,"01/06/2012","12:30",6,30,13,4,13,1,1,2,0,1,Metropolitan Police
"200001ZD01198",-0.102036,51.34254,"11/10/2000","21:45",6,30,16,4,0,4,2,2,0,1,Metropolitan Police
"200201ZD01016",-0.119144,51.39111,"01/10/2002","07:58",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199801YE00219",,,"08/04/1998","06:45",6,30,13,4,13,1,1,2,0,1,Metropolitan Police
"201501YR90804",-0.153076,51.59098,"14/09/2015","19:45",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"201101XH30735",-0.421541,51.500336,"12/12/2011","10:17",6,30,13,4,0,1,1,2,0,1,Metropolitan Police
"199701NH00105",,,"17/03/1997","06:01",6,30,16,2,15,1,1,1,11,1,Metropolitan Police
"201301CW11398",-0.158825,51.512512,"08/10/2013","22:50",3,30,0,2,15,4,1,1,0,1,Metropolitan Police
"201897QA00611",-4.218948,55.767345,"12/11/2018","15:50",3,50,13,4,0,1,1,2,0,1,Strathclyde
"201560S076527",-3.020413,53.07142,"28/05/2015","15:49",6,30,13,4,0,1,1,1,0,1,North Wales
"200001EK01609",-0.130423,51.52681,"19/12/2000","09:55",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201301XH30184",-0.476446,51.48272,"10/04/2013","16:20",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200901GD10874",-0.088056,51.526398,"17/12/2009","00:24",6,30,0,-1,0,4,6,3,0,1,Metropolitan Police
"2019010168172",-0.131077,51.399746,"10/03/2019","13:06",3,30,0,-1,0,1,4,1,0,1,Metropolitan Police
"201501HT20693",-0.049506,51.524918,"15/07/2015","23:55",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"2001070102786",-2.893493,53.262783,"21/04/2001","14:30",1,30,0,4,0,1,1,1,0,2,Cheshire
"199501ZP00714",,,"20/07/1995","14:30",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199796E051037",,,"09/05/1997","16:00",6,30,19,4,0,1,1,1,0,1,Central
"199896E828713",,,"25/12/1998","19:00",6,60,0,-1,0,6,2,2,0,2,Central
"199793971011C",,,"26/02/1997","19:40",6,30,16,3,0,4,1,1,0,1,Tayside
"199697AB06309",,,"27/09/1996","17:25",6,30,16,2,15,1,4,2,0,1,Strathclyde
"2009609024444",-4.10514,52.87478,"31/10/2009","10:30",6,60,19,4,0,1,1,1,17,2,North Wales
"2004620100805",-3.950445,51.61911,"08/01/2004","07:00",6,30,13,4,0,4,2,2,0,1,South Wales
"2019970904705",-4.823851,56.069336,"02/12/2019","12:00",6,60,0,-1,0,1,1,2,0,2,Strathclyde
"2021991024470",-3.127402,55.961647,"28/02/2021","13:20",6,40,0,-1,17,1,1,1,21,1,Police Scotland
"199663C524296",,,"23/08/1996","17:18",6,60,0,-1,0,1,2,2,0,2,Dyfed-Powys
"200963DP33509",-3.359428,51.940536,"18/10/2009","14:40",1,60,0,4,0,1,1,1,0,2,Dyfed-Powys
"2013921303455",-2.114446,57.137318,"10/09/2013","07:10",1,30,0,4,14,1,1,1,0,1,Grampian
"200097LB70607",-4.717879,56.475574,"18/07/2000","11:00",6,60,0,-1,0,1,1,1,0,2,Strathclyde
"1999949902581",-3.288679,56.073452,"06/08/1999","11:00",6,60,0,-1,0,1,1,1,0,2,Fife
"201763B102917",-4.008072,52.404007,"24/10/2017","15:50",6,60,0,-1,0,1,8,2,0,2,Dyfed-Powys
"2024610026824",-3.22208,51.68362,"18/07/2024","16:53",1,30,0,4,0,1,1,1,0,2,Gwent
"2005610004005",-3.214147,51.79691,"29/01/2005","20:03",6,30,13,4,0,4,1,2,0,1,Gwent
"2013030000420",-2.721958,54.216812,"25/02/2013","08:16",3,70,0,-1,0,1,1,1,0,2,Cumbria
"201504EF15251",-2.268802,53.79328,"30/08/2015","19:45",6,30,13,2,15,1,1,1,0,1,Lancashire
"200297EB04910",-4.166509,55.842773,"26/10/2002","00:15",3,30,0,-1,0,4,2,2,0,1,Strathclyde
"200963CP29809",-4.687522,51.81922,"06/11/2009","18:38",6,40,13,4,0,4,1,2,0,2,Dyfed-Powys
"1998030001523",,,"31/05/1998","17:50",6,30,13,4,0,1,2,2,0,1,Cumbria
"2004030003614",-2.743501,54.655087,"15/11/2004","16:30",1,70,0,4,0,4,1,2,0,2,Cumbria
"2000950011420",-3.546725,55.881332,"10/12/2000","08:40",6,40,0,-1,0,1,1,2,0,1,Lothian and Borders
"2019610068019",-3.173746,51.789246,"26/12/2019","09:10",6,60,0,-1,17,1,1,1,0,1,Gwent
"2006030000630",-2.941728,54.91505,"09/03/2006","08:15",6,30,19,2,0,1,1,1,0,1,Cumbria
"200401DM01142",-0.151266,51.514103,"28/08/2004","14:35",6,30,16,2,0,1,1,1,0,1,Metropolitan Police
"2006030001727",-3.526964,54.48668,"24/06/2006","08:25",6,30,0,-1,0,1,2,2,0,2,Cumbria
"200963AC40809",-3.963577,51.932636,"07/10/2009","07:50",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"200163DP32701",-3.599554,52.654934,"12/11/2001","12:40",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"199897LA03003",,,"14/03/1998","16:30",6,30,0,-1,0,1,1,1,0,1,Strathclyde
"1998600FL5107",,,"22/10/1998","18:10",6,60,0,-1,0,1,1,1,0,2,North Wales
"200905CC03649",-2.759208,53.38381,"24/12/2009","00:07",6,30,0,-1,0,4,3,3,0,1,Merseyside
"199901RY00792",0.163205,51.47113,"17/12/1999","17:45",6,30,18,4,0,1,1,2,0,1,Metropolitan Police
"200801QK50598",-0.324425,51.57902,"11/11/2008","10:40",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200101BS00068",-0.172175,51.495815,"26/01/2001","08:35",3,30,18,4,0,1,1,1,0,1,Metropolitan Police
"200501TW60442",-0.363002,51.413025,"06/10/2005","15:30",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"200401TC00365",-0.019237,51.52094,"15/04/2004","23:40",6,30,13,4,13,4,1,1,0,1,Metropolitan Police
"201097AE01306",-4.375811,55.89589,"27/06/2010","15:00",3,30,16,2,15,1,1,1,0,1,Strathclyde
"2001620028607",-4.01274,51.668777,"02/01/2001","19:41",6,30,0,-1,0,4,1,1,11,1,South Wales
"200904FB09005",-2.313952,53.80063,"30/01/2009","11:20",9,30,0,-1,0,1,1,2,0,1,Lancashire
"201504SA15492",-2.750433,53.791054,"02/11/2015","08:25",6,30,16,3,0,1,1,1,0,1,Lancashire
"2017961700060",-3.752709,55.99945,"06/01/2017","21:00",3,60,0,4,0,4,1,1,0,2,Central
"199797RA01207",,,"17/07/1997","23:05",6,60,13,4,0,4,1,1,0,2,Strathclyde
"1997929700734",,,"20/02/1997","08:25",6,30,13,4,0,1,1,2,0,2,Grampian
"200901PY20175",-0.023415,51.391064,"09/01/2009","20:40",6,30,18,4,0,4,1,2,0,1,Metropolitan Police
"201001YE80330",-0.039213,51.643036,"06/05/2010","18:46",6,30,13,3,13,1,1,1,0,1,Metropolitan Police
"199901XH00576",-0.486272,51.551277,"28/06/1999","16:40",3,30,13,4,0,1,2,2,0,1,Metropolitan Police
"201001EO40100",-0.114163,51.553978,"02/03/2010","08:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199601BS00282",,,"07/06/1996","18:20",6,30,13,4,14,1,1,1,0,1,Metropolitan Police
"201001WW50166",-0.1677,51.42776,"08/03/2010","17:40",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
"201301QK50487",-0.201512,51.54474,"16/08/2013","07:40",6,30,13,4,14,1,2,2,0,1,Metropolitan Police
"201101PY20344",0.109406,51.388027,"08/07/2011","13:05",6,30,16,2,0,1,1,1,0,1,Metropolitan Police
"200601YE80367",-0.095087,51.613472,"16/05/2006","11:35",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200301TC00293",0.047948,51.54047,"07/07/2003","18:10",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2023010422711",0.023401,51.51757,"20/01/2023","17:01",7,20,0,4,15,4,1,1,99,1,Metropolitan Police
"2016010011966",-0.033411,51.516502,"21/09/2016","16:03",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201001WW50132",-0.215183,51.464375,"24/02/2010","06:50",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"200801CW10005",-0.188951,51.519634,"21/01/2008","16:37",3,30,0,4,0,1,2,2,13,1,Metropolitan Police
"2020010248732",-0.034273,51.68003,"22/05/2020","21:20",9,30,16,2,99,1,9,9,99,1,Metropolitan Police
"199801RG00206",,,"10/04/1998","21:45",6,30,16,2,15,4,1,1,0,1,Metropolitan Police
"199801BH00183",,,"12/07/1998","19:55",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"199504D007395",,,"12/03/1995","06:15",6,30,16,2,15,1,1,1,0,1,Lancashire
"200004F041700",-2.294717,53.69911,"19/07/2000","08:15",1,30,0,4,17,1,1,1,0,2,Lancashire
"201204EA12353",-2.475302,53.783047,"11/11/2012","22:29",6,40,0,-1,0,4,1,1,0,1,Lancashire
"2006950001433",-3.283684,55.918232,"17/02/2006","12:05",6,30,13,4,0,1,1,1,0,1,Lothian and Borders
"199662J040296",,,"26/10/1996","16:12",6,30,13,4,0,1,1,2,0,1,South Wales
"200104B061201",-2.785803,54.065773,"02/10/2001","07:38",6,40,0,-1,0,1,1,1,0,1,Lancashire
"201263DP14112",-3.30321,52.6627,"22/06/2012","14:40",6,60,0,-1,0,1,5,2,0,2,Dyfed-Powys
"2017030170206",-3.559497,54.52168,"29/03/2017","16:40",6,30,0,-1,0,1,2,2,0,2,Cumbria
"201504SC15227",-2.706671,53.69811,"05/09/2015","19:00",6,30,13,2,12,1,1,1,0,1,Lancashire
"1999600GS2037",-4.090114,52.586514,"09/08/1999","15:50",6,30,0,-1,0,1,1,1,0,2,North Wales
"1997030001126",,,"11/04/1997","12:00",6,30,0,-1,0,1,1,1,0,2,Cumbria
"200704DF07087",-2.696264,53.791378,"25/04/2007","08:20",6,30,13,4,0,1,1,1,0,1,Lancashire
"201104CJ11077",-2.921796,53.55492,"05/10/2011","16:25",6,60,0,-1,0,1,1,1,0,2,Lancashire
"2024991486909",-3.80574,55.67521,"03/09/2024","13:30",6,30,0,-1,0,1,1,1,0,2,Police Scotland
"1998950155798",,,"10/02/1998","18:15",6,30,16,4,0,4,1,2,0,2,Lothian and Borders
"2000940003436",-3.011181,56.200394,"23/09/2000","21:10",6,30,16,2,11,4,1,1,18,1,Fife
"199797FA03412",,,"18/12/1997","12:40",12,30,13,4,0,1,5,2,0,1,Strathclyde
"201101LX50712",-0.107528,51.47051,"13/09/2011","08:55",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"199801JL00294",,,"21/07/1998","19:45",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2022010398075",-0.179925,51.45948,"06/09/2022","14:44",2,20,13,4,13,1,1,1,0,1,Metropolitan Police
"1994074C30800",,,"01/06/1994","16:50",6,30,13,4,0,1,2,2,0,1,Cheshire
"199604L019896",,,"23/06/1996","18:40",6,40,0,-1,0,1,1,1,0,2,Lancashire
"2018010114861",-0.196055,51.514854,"16/06/2018","23:50",6,30,0,-1,99,7,1,1,0,1,Metropolitan Police
"2002610118402",-3.007889,51.599422,"09/07/2002","09:15",3,70,0,4,0,1,1,1,0,2,Gwent
"199401ZP00961",,,"05/10/1994","11:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199701AB00071",,,"22/02/1997","11:05",6,30,0,-1,14,1,1,1,0,1,Metropolitan Police
"2009930001278",-3.450634,56.3981,"21/03/2009","10:00",6,30,13,4,0,1,1,1,0,1,Tayside
"2022610028422",-2.96721,51.897816,"14/07/2022","03:45",6,60,13,4,0,4,1,1,0,2,Gwent
"2008620185122",-3.37995,51.736725,"10/12/2008","16:46",1,70,0,4,0,1,1,1,0,2,South Wales
"202006L170972",-2.646267,53.549625,"02/05/2020","12:45",6,30,0,-1,0,1,1,1,0,1,Greater Manchester
"2001050198868",-2.897062,53.397415,"16/11/2001","08:17",3,40,0,-1,0,1,1,2,0,1,Merseyside
"199997XA01802",-4.651704,55.928005,"28/02/1999","15:05",6,30,0,-1,0,1,1,2,0,1,Strathclyde
"201297QB70201",-3.945876,55.69781,"03/01/2012","09:00",3,70,0,-1,0,1,5,2,0,2,Strathclyde
"2003600DE4066",-3.453431,53.252686,"03/06/2003","12:00",6,30,13,4,0,1,1,1,0,2,North Wales
"2006620154002",-3.960161,51.616608,"26/05/2006","15:30",6,30,13,4,0,1,1,1,0,1,South Wales
"2016621600314",-3.217277,51.474583,"26/02/2016","07:08",3,70,0,-1,0,1,1,1,0,2,South Wales
"201160M166748",-4.076474,52.59152,"04/10/2011","15:30",6,40,0,-1,0,1,1,1,0,2,North Wales
"2007620171026",-3.436783,51.60152,"13/09/2007","20:25",1,60,0,4,0,4,1,1,0,2,South Wales
"201001PY20726",0.064907,51.36058,"14/12/2010","20:20",6,30,16,2,15,4,1,1,0,1,Metropolitan Police
"200301ZD00296",-0.064674,51.387524,"06/03/2003","17:30",6,30,0,-1,17,4,1,1,0,1,Metropolitan Police
"2019010180177",-0.098345,51.55339,"11/05/2019","08:53",6,20,-1,9,13,1,1,1,0,1,Metropolitan Police
"200601VK30098",-0.256317,51.435226,"11/04/2006","00:39",3,40,0,-1,0,4,1,1,0,1,Metropolitan Police
"200601LX50663",-0.136615,51.41747,"20/08/2006","15:53",6,30,16,4,0,1,2,2,0,1,Metropolitan Police
"200501KG70125",0.068424,51.53723,"04/03/2005","20:33",3,50,0,-1,0,4,2,2,0,1,Metropolitan Police
"200501ZT80073",-0.188823,51.36649,"09/02/2005","13:30",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2021991093102",-3.59996,55.06309,"22/09/2021","15:20",6,30,13,4,11,1,1,1,0,1,Police Scotland
"2010950003620",-3.511517,55.8886,"20/05/2010","10:00",6,30,0,4,12,1,1,1,0,1,Lothian and Borders
"200297NA70903",-3.976033,55.891544,"31/03/2002","11:20",6,60,0,-1,0,1,1,1,0,2,Strathclyde
"199763C523797",,,"17/08/1997","22:45",6,60,13,4,0,6,1,1,0,2,Dyfed-Powys
"199762B015897",,,"29/03/1997","17:35",6,30,13,3,0,1,1,1,0,1,South Wales
"201263DP02012",-3.144508,52.661102,"12/01/2012","15:40",6,30,13,4,0,1,1,1,0,2,Dyfed-Powys
"200904DR09008",-2.723605,53.81,"18/05/2009","22:00",6,30,16,2,0,4,1,1,0,2,Lancashire
"200496E401507",-4.304483,56.181522,"09/06/2004","12:10",6,60,0,-1,0,1,1,1,0,2,Central
"1999600WR6006",-2.82524,52.98775,"20/01/1999","15:40",6,60,0,-1,0,1,1,2,0,2,North Wales
"2002620050767",-3.192668,51.49887,"08/01/2002","08:25",6,30,13,2,11,1,1,1,0,1,South Wales
"199797QC07303",,,"27/03/1997","18:05",6,60,0,-1,0,1,2,2,0,2,Strathclyde
"2014930000168",-3.405077,56.348938,"21/03/2014","11:00",2,30,13,4,0,1,1,1,0,2,Tayside
"201397BC00905",-4.229928,55.8908,"16/05/2013","20:15",6,30,0,-1,0,1,1,1,0,1,Strathclyde
"2013621300950",-3.932059,51.62157,"11/06/2013","17:09",3,30,0,-1,0,1,1,1,0,1,South Wales
"2008620184635",-3.287329,51.407047,"28/11/2008","18:30",3,30,13,4,0,4,1,1,0,1,South Wales
"2004610083904",-3.218013,51.681953,"11/08/2004","17:25",6,30,13,4,0,1,1,1,0,1,Gwent
"201504WB15095",-2.795259,54.025803,"17/03/2015","14:35",6,30,13,4,0,1,1,1,0,1,Lancashire
"201001YE80242",-0.103624,51.6235,"28/03/2010","23:10",6,30,16,2,15,4,2,2,0,1,Metropolitan Police
"199501XH00888",,,"27/09/1995","10:40",1,30,0,4,0,1,1,1,0,1,Metropolitan Police
"2021010322141",-0.391968,51.475456,"30/07/2021","20:00",6,40,-1,2,14,1,1,1,0,1,Metropolitan Police
"201201VK30315",-0.285113,51.407776,"01/11/2012","18:30",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200001PL00108",-0.052856,51.47285,"30/01/2000","21:15",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"200301PL01001",-0.018401,51.443855,"07/11/2003","07:50",12,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200501CW11497",-0.161643,51.514088,"13/08/2005","14:25",3,30,16,2,15,1,2,2,0,1,Metropolitan Police
"199604G007396",,,"28/04/1996","03:35",6,30,0,-1,0,4,1,1,0,1,Lancashire
"2008950000990",-3.190029,55.953228,"28/01/2008","18:58",6,30,0,-1,0,4,4,1,0,1,Lothian and Borders
"2011610026611",-3.23229,51.637745,"05/05/2011","16:16",3,40,0,4,0,1,1,1,0,2,Gwent
"200804CM08172",-2.705222,53.737125,"26/09/2008","09:35",6,30,0,-1,0,1,1,1,0,1,Lancashire
"201504EG15156",-2.211761,53.830513,"17/07/2015","00:30",6,30,16,4,0,4,1,1,0,1,Lancashire
"201704EF17045",-2.236056,53.80073,"27/02/2017","19:35",6,30,13,4,14,4,1,2,16,1,Lancashire
"200663CP31006",-4.97652,51.99375,"22/10/2006","01:45",1,30,0,4,0,4,2,2,0,2,Dyfed-Powys
"2016610032816",-3.206587,51.649326,"29/07/2016","20:15",6,30,0,4,0,1,1,1,0,1,Gwent
"2001070103709",-2.459481,53.081867,"19/06/2001","08:47",6,30,16,2,15,1,3,2,0,1,Cheshire
"200604FG06037",-2.204617,53.82837,"27/03/2006","19:22",6,30,13,4,0,4,2,2,0,1,Lancashire
"2022991195421",-3.931441,57.30457,"05/07/2022","11:39",6,60,0,-1,0,1,1,1,0,2,Police Scotland
"1999950256699",-3.263673,55.94252,"13/03/1999","00:10",6,30,0,-1,0,5,4,2,0,1,Lothian and Borders
"2004620103438",-3.447694,51.71298,"20/01/2004","22:59",12,30,0,-1,0,4,1,1,0,1,South Wales
"1998610112798",,,"28/08/1998","16:15",1,60,0,4,0,1,1,1,0,2,Gwent
"2022010387341",-0.180658,51.544147,"09/07/2022","10:00",2,20,0,-1,0,1,1,1,0,1,Metropolitan Police
"199701XS00527",,,"13/08/1997","15:40",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200001YE00084",-0.038292,51.614155,"04/02/2000","17:30",6,30,0,-1,0,4,1,1,0,2,Metropolitan Police
"200301YE00274",-0.06166,51.625065,"24/05/2003","10:00",6,30,18,4,14,1,1,1,0,1,Metropolitan Police
"199501RA00255",,,"28/06/1995","17:38",6,30,16,4,17,1,1,1,0,1,Metropolitan Police
"199504L022495",,,"28/06/1995","10:21",1,30,0,4,0,1,1,1,0,1,Lancashire
"199401TW00042",,,"20/01/1994","08:15",6,30,13,4,17,1,1,1,0,1,Metropolitan Police
"2022010414063",-0.009209,51.55972,"09/11/2022","07:30",2,30,13,4,0,1,2,2,0,1,Metropolitan Police
"2003920303757",-2.158283,57.0685,"09/12/2003","16:00",6,30,13,3,0,4,1,2,0,2,Grampian
"1998950880298",,,"07/09/1998","15:00",6,30,13,4,15,1,1,1,0,1,Lothian and Borders
"201263CP20512",-5.037961,51.713005,"29/08/2012","14:19",2,30,0,-1,0,1,1,1,0,1,Dyfed-Powys
"199601ZN00846",,,"05/12/1996","10:45",3,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2022010367754",0.043375,51.460793,"26/03/2022","13:00",6,20,13,4,0,1,1,1,11,1,Metropolitan Police
"200801TX20747",-0.328544,51.47063,"23/11/2008","05:51",1,30,0,4,0,4,1,1,0,1,Metropolitan Police
"200001PL01024",-0.045452,51.47426,"25/09/2000","20:55",6,30,0,-1,0,4,1,2,0,1,Metropolitan Police
"2021041045574",-2.611757,53.622456,"01/03/2021","18:47",6,30,16,4,0,4,1,1,0,1,Lancashire
"2000600DE6025",-3.198698,53.05721,"05/04/2000","12:50",3,60,16,4,0,1,1,1,0,2,North Wales
"2000620024704",-3.807521,51.668606,"13/11/2000","11:55",6,30,19,-1,15,1,8,1,0,1,South Wales
"2023610011723",-3.13517,51.57522,"27/03/2023","09:56",6,60,0,-1,0,1,1,1,0,2,Gwent
"2017010021632",-0.228869,51.56805,"23/02/2017","18:10",7,30,13,4,0,5,4,1,0,1,Metropolitan Police
"201601LX50379",-0.117687,51.458084,"07/01/2016","14:50",6,30,13,4,0,1,1,2,0,1,Metropolitan Police
"200101VW00382",-0.163149,51.404938,"19/07/2001","10:00",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200201KO00282",0.062203,51.517647,"12/04/2002","16:00",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"199701ZP00098",,,"27/01/1997","09:55",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199501ZP00428",,,"01/05/1995","06:50",6,30,13,4,0,1,1,1,0,2,Metropolitan Police
"199501TG00498",,,"28/11/1995","09:50",6,30,0,-1,0,1,1,2,0,1,Metropolitan Police
"199701ID00026",,,"24/02/1997","13:39",12,30,0,-1,0,1,4,1,0,1,Metropolitan Police
"2015030001226",-3.235311,54.121944,"19/05/2015","10:05",9,20,0,-1,13,1,1,1,0,1,Cumbria
"2023041358289",-2.687095,53.623253,"29/09/2023","15:45",3,70,0,-1,0,1,1,1,0,2,Lancashire
"199501TG00311",,,"26/07/1995","10:45",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2024991411553",-4.79655,55.94082,"19/02/2024","09:24",3,30,0,-1,14,1,1,2,19,1,Police Scotland
"2010950008992",-3.698491,55.90072,"05/12/2010","14:10",6,30,19,4,15,1,8,4,0,2,Lothian and Borders
"1999930000911",-3.001634,56.482956,"22/12/1999","12:15",6,30,0,4,0,1,1,2,0,1,Tayside
"200301ZD01175",-0.106194,51.35313,"12/12/2003","17:10",6,30,13,4,13,4,1,1,0,1,Metropolitan Police
"201101XD80376",-0.375975,51.54189,"21/06/2011","19:27",6,30,0,4,0,1,1,1,0,1,Metropolitan Police
"199801GD00582",,,"27/11/1998","16:55",6,30,13,2,15,5,1,1,0,1,Metropolitan Police
"199601HH00312",,,"24/08/1996","07:11",3,40,13,4,0,1,2,2,0,1,Metropolitan Police
"201001WW50767",-0.165885,51.48025,"11/10/2010","20:51",6,30,0,-1,0,4,1,1,0,1,Metropolitan Police
"199793976030E",,,"08/12/1997","08:10",3,60,16,4,0,1,1,2,0,2,Tayside
"201497BE01412",-4.289671,55.890396,"16/12/2014","21:40",3,30,0,-1,15,4,2,2,0,1,Strathclyde
"2002610074902",-2.980228,51.602264,"02/07/2002","19:15",1,30,0,4,0,1,2,2,0,1,Gwent
"200301KD00225",0.234533,51.56341,"09/03/2003","11:35",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2018010096658",-0.403751,51.477398,"16/03/2018","14:58",1,40,0,4,0,1,1,1,0,1,Metropolitan Police
"1995075M10314",,,"08/08/1995","10:30",12,70,0,4,0,1,1,1,0,2,Cheshire
"201563BC06715",-4.023126,52.379818,"27/05/2015","07:15",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"199762D008197",,,"20/03/1997","16:00",6,30,13,4,0,1,1,1,0,2,South Wales
"200404A074604",-2.967296,53.853584,"27/12/2004","13:15",6,40,13,4,0,1,1,2,0,1,Lancashire
"201001EO40777",-0.120855,51.531605,"13/12/2010","19:40",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"2022010407802",0.052041,51.552197,"01/11/2022","07:00",6,30,19,4,0,1,5,2,0,1,Metropolitan Police
