"collision_index","vehicle_reference","vehicle_type","vehicle_manoeuvre","junction_location","skidding_and_overturning","hit_object_in_carriageway","first_point_of_impact","sex_of_driver","age_of_driver","engine_capacity_cc","propulsion_code","age_of_vehicle"
"202360A105251",2,9,3,0,0,0,1,2,42,2996,1,11
"2023141392358",2,5,11,8,0,0,3,1,47,889,1,2
"2023501387921",1,5,19,8,0,0,1,1,45,889,1,2
"2023010473442",2,5,19,8,2,0,3,1,33,648,1,0
"2023131290373",2,3,19,8,0,0,4,1,28,125,1,2
"2023311295117",1,9,4,0,0,0,2,1,60,1969,8,0
"2023010482002",1,9,5,0,0,0,1,2,30,1969,8,0
"2023010428598",2,9,19,1,0,0,0,1,39,1969,8,1
"2023010484319",1,9,4,2,0,0,0,1,45,1969,8,0
"2023552301192",1,9,19,1,0,0,1,1,33,1969,2,6
"2023010462749",1,9,19,1,0,0,3,1,39,1969,8,0
"2023131345313",2,9,19,0,0,0,3,2,44,1969,2,6
"2023041347940",2,9,15,0,0,0,2,1,37,1969,8,1
"2023010424126",2,9,19,8,1,0,4,1,37,1969,2,7
"2023010481317",3,9,19,2,0,0,0,1,22,1969,8,0
"2024010526883",1,9,11,0,0,0,2,2,44,1997,2,8
"2024991446730",1,3,4,8,1,0,4,1,19,124,1,3
"2024461473110",1,3,19,0,0,0,1,1,19,124,1,3
"2024411459481",2,4,3,4,0,0,4,1,32,124,1,0
"2024522401319",1,9,2,0,0,0,2,1,37,1349,1,10
"2024141466469",1,9,3,4,0,0,2,1,27,1496,1,3
"2024041421149",2,9,19,8,0,0,4,2,80,1490,8,2
"2024311477516",1,9,19,0,1,0,1,1,22,1349,1,15
"2024471519170",1,9,19,0,0,0,1,1,26,1498,1,15
"2024231438333",1,9,19,0,0,0,4,2,24,1349,1,13
"2024041450077",2,9,19,0,0,0,2,1,34,1560,2,15
"2024010538950",1,9,7,1,0,0,3,2,37,1349,1,13
"2024141401052",2,9,19,8,0,0,1,1,26,1496,1,7
"2024201553679",1,9,19,0,5,4,4,2,23,1490,8,0
"2024451529387",2,9,10,6,0,0,3,1,40,1349,1,15
"2024411532277",2,9,3,0,0,0,2,1,19,1349,1,12
"2024622400843",1,9,19,8,2,0,1,1,75,1498,1,15
"2024161406383",2,9,7,5,0,0,1,2,78,1349,1,12
"2024461532016",1,9,19,0,2,0,1,2,18,1349,1,13
"2024440145556",1,9,19,0,0,0,1,2,73,1496,1,4
"2024501480101",1,9,7,2,0,0,1,2,24,1399,2,15
"2024411470661",1,9,-1,4,0,0,1,1,22,1496,1,1
"2024101443783",3,9,4,1,0,0,2,2,35,1496,1,3
"2024320003489",1,9,19,0,0,0,1,1,33,1498,1,11
"2024131423115",2,9,19,8,0,0,1,2,61,1349,1,15
"2024471463770",2,9,-1,-1,-1,-1,-1,2,-1,1349,1,11
"2024031447519",1,9,19,0,0,0,1,1,18,1349,1,15
"2024552401298",1,9,19,0,0,0,4,3,-1,1496,1,0
"2024522500279",1,9,9,5,0,0,4,2,39,1349,1,11
"2024421495443",3,9,19,0,0,0,1,1,27,1498,1,5
"2024991402188",1,9,9,5,0,0,1,1,25,1349,1,15
"2024440081223",2,9,19,1,1,0,1,2,28,1496,1,9
"2024501478623",1,9,19,2,1,0,1,1,71,1349,1,9
"2024031442404",1,9,19,0,0,0,1,1,31,1349,1,10
"2024101430363",2,9,3,0,0,0,2,1,62,1496,1,1
"2024311526462",1,9,19,0,0,0,4,2,36,1496,1,8
"2024141424503",1,9,19,0,0,0,1,2,31,1349,1,12
"2024471517949",1,9,9,8,0,0,4,2,58,1349,1,10
"2024501459509",1,9,19,1,0,0,4,2,64,1496,1,9
"2024010529422",1,9,99,9,9,99,9,2,65,1349,1,13
"2024991526907",1,9,9,0,0,0,1,1,46,1496,1,2
"2024421462485",1,9,4,0,0,0,1,2,26,1498,1,16
"2024991432093",1,9,9,8,0,7,1,1,57,1496,1,3
"2024440171177",1,9,4,1,0,0,2,2,30,1496,1,5
"2024201425264",2,9,19,1,0,0,2,1,45,1496,1,8
"2024302400427",1,9,19,0,2,0,1,2,33,1349,1,14
"2024440319190",2,3,19,1,0,0,1,1,18,124,1,6
"2024302400619",2,3,19,0,0,0,1,2,46,125,1,0
"2024010534716",2,3,-1,8,0,0,2,1,30,125,1,7
"2024010522348",1,3,19,0,0,0,0,1,35,125,1,7
"2024010544442",1,2,99,9,9,99,0,1,17,49,1,12
"2024221437688",2,4,19,0,1,0,1,1,19,125,1,2
"2024401441131",1,3,19,4,0,9,1,1,41,125,1,8
"2024461512243",1,3,19,0,0,0,4,1,19,124,1,10
"2024461393694",7,9,4,0,0,0,4,2,34,-1,3,1
"2024010518723",1,9,19,1,0,0,1,1,52,-1,3,2
"2024010545929",1,9,9,6,0,0,3,1,40,-1,3,1
"2024201454344",2,9,4,0,0,0,2,1,25,-1,3,0
"2024201484183",2,9,5,8,0,0,1,1,60,-1,3,0
"2024010501978",2,9,99,9,9,99,9,1,66,-1,3,2
"2024302401786",1,9,9,9,0,0,1,1,44,-1,3,2
"2024501422238",1,9,19,0,0,0,1,1,59,1968,2,13
"2024471424812",2,9,9,1,0,0,1,2,59,1197,1,9
"2024440021186",4,9,4,0,0,0,2,1,45,1968,2,10
"2024361524983",1,9,9,0,0,0,1,1,73,1197,1,9
"2024041508913",2,9,19,1,0,0,3,1,62,1197,1,12
"2024111529539",1,9,19,0,0,0,1,1,40,1197,1,10
"2024061524170",1,9,5,1,0,0,1,1,47,1968,2,12
"2024141486544",1,9,9,1,0,0,1,2,74,1197,1,8
"2024041417580",1,9,19,0,0,0,1,1,75,1197,1,8
"2024010523125",2,9,19,1,0,4,1,1,62,1197,1,8
"2024461433204",1,9,19,0,2,0,3,2,22,1197,1,14
"202417S211524",2,9,13,8,0,0,1,1,63,1968,2,10
"2024471424712",3,9,19,1,0,0,4,1,84,1968,2,9
"2024052400685",1,9,5,4,0,0,1,2,67,1197,1,9
"2024401450341",2,5,13,0,0,0,1,1,26,999,1,8
"2024010523290",2,5,5,4,1,0,3,1,40,999,1,9
"2024361418749",1,5,19,1,1,0,4,2,42,999,1,1
"2024361484411",3,3,19,0,2,0,1,1,26,124,1,0
"2024440007009",2,3,19,8,0,0,1,1,55,125,1,5
"2024111409269",2,5,19,1,5,0,4,1,50,999,1,8
"2024010512148",1,5,14,1,0,0,3,1,30,999,1,0
"2024991485517",1,5,19,0,2,0,1,1,38,749,1,6
"2024010530089",1,3,99,9,9,99,9,1,39,124,1,1
"2024201440161",2,3,19,0,0,0,2,1,44,124,1,6
"2024991444732",2,5,19,1,0,0,1,1,41,999,1,4
"2024302400740",1,9,5,6,0,0,1,1,19,1390,1,18
"2024131535394",1,9,19,1,0,0,1,2,74,1198,1,18
"2024471533239",2,9,10,5,0,0,2,2,57,1198,1,17
"2024052402225",1,9,6,0,0,0,1,2,75,1198,1,14
"2024311489634",1,9,9,6,0,0,1,2,88,1198,1,14
"2024430318864",1,9,19,0,1,0,3,1,21,1198,1,18
"2024991437474",1,9,9,2,0,0,1,1,17,1198,1,15
"2024141406637",2,3,11,3,0,0,3,1,23,125,1,5
"2024440275550",1,3,19,1,0,0,1,1,18,125,1,5
"2023430463768",2,9,19,0,0,0,1,2,32,1685,2,9
"2023311314802",1,9,19,8,0,4,1,2,58,1685,2,6
"2023010451495",1,8,5,0,0,0,3,1,42,1685,2,5
"2023501373104",1,9,2,0,0,0,3,1,56,1591,1,2
"2023991278333",2,9,3,1,0,0,1,2,25,1995,2,4
"2023501347342",1,9,9,8,0,0,4,2,38,1685,2,8
"2023320356816",2,9,19,1,0,0,3,1,44,1685,2,7
"2023461288588",2,9,9,0,0,0,3,1,36,1591,1,4
"2023421295649",2,9,11,0,0,0,4,2,33,1591,1,2
"2023340NN1752",2,9,19,1,0,0,4,2,70,1598,2,4
"2023471333256",2,9,19,0,0,0,3,1,40,1995,2,9
"2023461374676",1,9,19,0,0,0,3,3,-1,1591,1,4
"2023170L40523",1,9,9,4,0,0,1,1,64,1685,2,8
"2023141285798",2,9,9,1,0,0,1,3,-1,1995,2,4
"2023991284586",2,9,4,0,0,0,1,1,72,1591,1,2
"2023421379459",2,9,19,0,0,0,3,1,53,1598,8,1
"2023201374281",3,9,8,1,0,0,1,1,27,1685,2,7
"2023411298983",1,9,19,3,0,0,1,2,47,1591,1,6
"2023471328311",1,9,13,0,0,0,4,2,30,1685,2,8
"2023430249790",1,9,9,6,0,0,1,1,78,1598,8,1
"2023501273115",1,9,1,0,0,0,2,1,46,1685,2,9
"2023231307420",2,9,9,1,0,0,2,1,66,1991,2,13
"2023991294861",1,9,9,1,0,0,1,1,63,1598,1,0
"2023991383512",2,9,19,1,0,0,1,2,38,1598,8,0
"2023522300851",2,9,5,4,0,0,1,1,-1,1995,2,10
"2023052301266",1,9,19,1,0,0,1,1,30,1591,1,1
"2023430275445",1,9,9,5,5,0,1,1,64,1598,1,0
"2023141317039",1,9,3,0,0,0,2,2,46,1685,2,10
